,Driveline,Height
2052,All-wheel drive,224
2053,All-wheel drive,224
2054,Front-wheel drive,244
2055,Front-wheel drive,244
2056,Front-wheel drive,139
2057,Front-wheel drive,244
2058,Front-wheel drive,244
2059,Rear-wheel drive,168
2060,Front-wheel drive,148
2061,All-wheel drive,148
2062,Front-wheel drive,224
2063,All-wheel drive,224
2064,Front-wheel drive,224
2065,All-wheel drive,224
2066,Front-wheel drive,224
2067,All-wheel drive,224
2068,Front-wheel drive,224
2069,All-wheel drive,224
2070,Front-wheel drive,224
2071,All-wheel drive,224
2072,Front-wheel drive,224
2073,All-wheel drive,224
2074,Front-wheel drive,224
2075,All-wheel drive,224
2076,Front-wheel drive,224
2077,All-wheel drive,224
2078,Front-wheel drive,224
2079,All-wheel drive,224
2080,Front-wheel drive,244
2081,Front-wheel drive,244
2082,Front-wheel drive,180
2083,Front-wheel drive,180
2084,Front-wheel drive,222
2085,Front-wheel drive,222
2086,Front-wheel drive,222
2087,Front-wheel drive,222
2088,Front-wheel drive,222
2089,Front-wheel drive,222
2090,Front-wheel drive,222
2091,Front-wheel drive,222
2092,Front-wheel drive,222
2093,Front-wheel drive,222
2094,Front-wheel drive,222
2095,Front-wheel drive,222
2096,Four-wheel drive,189
2097,Rear-wheel drive,168
2098,Rear-wheel drive,162
2099,Four-wheel drive,189
2100,Rear-wheel drive,168
2101,Four-wheel drive,189
2102,All-wheel drive,20
2103,Rear-wheel drive,30
2104,Rear-wheel drive,20
2105,All-wheel drive,30
2106,All-wheel drive,30
2107,All-wheel drive,20
2108,All-wheel drive,20
2109,Rear-wheel drive,20
2110,Rear-wheel drive,119
2111,Rear-wheel drive,119
2112,Rear-wheel drive,168
2113,Four-wheel drive,189
2114,Rear-wheel drive,168
2115,Four-wheel drive,189
2116,Front-wheel drive,188
2117,Front-wheel drive,188
2118,Four-wheel drive,188
2119,Front-wheel drive,188
2120,Four-wheel drive,188
2121,Front-wheel drive,247
2122,Four-wheel drive,247
2123,Front-wheel drive,247
2124,Four-wheel drive,247
2125,Rear-wheel drive,168
2126,Four-wheel drive,189
2127,Front-wheel drive,188
2128,Front-wheel drive,188
2129,Four-wheel drive,188
2130,Front-wheel drive,188
2131,Four-wheel drive,188
2132,Front-wheel drive,247
2133,Four-wheel drive,247
2134,Front-wheel drive,247
2135,Four-wheel drive,247
2136,Front-wheel drive,180
2137,Front-wheel drive,180
2138,Front-wheel drive,228
2139,Front-wheel drive,228
2140,Front-wheel drive,228
2141,All-wheel drive,20
2142,All-wheel drive,30
2143,Rear-wheel drive,20
2144,All-wheel drive,20
2145,Rear-wheel drive,30
2146,All-wheel drive,20
2147,Rear-wheel drive,27
2148,All-wheel drive,9
2149,All-wheel drive,9
2150,Rear-wheel drive,9
2151,All-wheel drive,27
2152,Front-wheel drive,189
2153,Front-wheel drive,189
2154,Front-wheel drive,189
2155,Front-wheel drive,189
2156,Front-wheel drive,189
2157,Rear-wheel drive,128
2158,Rear-wheel drive,128
2159,Four-wheel drive,128
2160,Four-wheel drive,128
2161,Rear-wheel drive,128
2162,Four-wheel drive,128
2163,Front-wheel drive,120
2164,Four-wheel drive,120
2165,Front-wheel drive,57
2166,All-wheel drive,57
2167,Front-wheel drive,57
2168,All-wheel drive,57
2169,Front-wheel drive,57
2170,All-wheel drive,57
2171,Front-wheel drive,57
2172,All-wheel drive,57
2173,Rear-wheel drive,112
2174,Rear-wheel drive,112
2175,Four-wheel drive,112
2176,Rear-wheel drive,112
2177,Front-wheel drive,148
2178,Four-wheel drive,112
2179,All-wheel drive,148
2180,Rear-wheel drive,112
2181,Rear-wheel drive,112
2182,Four-wheel drive,112
2183,Four-wheel drive,112
2184,Rear-wheel drive,112
2185,Front-wheel drive,148
2186,Four-wheel drive,112
2187,All-wheel drive,148
2188,Rear-wheel drive,112
2189,Rear-wheel drive,112
2190,Four-wheel drive,112
2191,Four-wheel drive,112
2192,Rear-wheel drive,112
2193,Front-wheel drive,148
2194,Four-wheel drive,112
2195,All-wheel drive,148
2196,Rear-wheel drive,112
2197,Rear-wheel drive,112
2198,Four-wheel drive,112
2199,Four-wheel drive,112
2200,Rear-wheel drive,112
2201,Rear-wheel drive,112
2202,Four-wheel drive,112
2203,Rear-wheel drive,112
2204,Rear-wheel drive,112
2205,Rear-wheel drive,112
2206,Four-wheel drive,112
2207,Four-wheel drive,112
2208,Rear-wheel drive,112
2209,All-wheel drive,148
2210,Rear-wheel drive,127
2211,Front-wheel drive,148
2212,Rear-wheel drive,112
2213,Four-wheel drive,112
2214,Rear-wheel drive,112
2215,Four-wheel drive,112
2216,Rear-wheel drive,112
2217,Four-wheel drive,112
2218,Rear-wheel drive,112
2219,Four-wheel drive,112
2220,Four-wheel drive,112
2221,Rear-wheel drive,119
2222,Rear-wheel drive,119
2223,Front-wheel drive,11
2224,Four-wheel drive,11
2225,Front-wheel drive,54
2226,Front-wheel drive,54
2227,Four-wheel drive,54
2228,Front-wheel drive,54
2229,Four-wheel drive,54
2230,Front-wheel drive,228
2231,Front-wheel drive,228
2232,Front-wheel drive,228
2233,Front-wheel drive,228
2234,Front-wheel drive,193
2235,Front-wheel drive,193
2236,Four-wheel drive,193
2237,Front-wheel drive,224
2238,Front-wheel drive,224
2239,Four-wheel drive,224
2240,Front-wheel drive,224
2241,Four-wheel drive,224
2242,Front-wheel drive,22
2243,Front-wheel drive,22
2244,Front-wheel drive,214
2245,Front-wheel drive,214
2246,Front-wheel drive,22
2247,Front-wheel drive,120
2248,Front-wheel drive,120
2249,Four-wheel drive,120
2250,Front-wheel drive,120
2251,Front-wheel drive,120
2252,Four-wheel drive,120
2253,All-wheel drive,224
2254,Four-wheel drive,120
2255,Front-wheel drive,156
2256,All-wheel drive,186
2257,All-wheel drive,186
2258,All-wheel drive,186
2259,Rear-wheel drive,119
2260,Rear-wheel drive,119
2261,Rear-wheel drive,172
2262,Rear-wheel drive,172
2263,All-wheel drive,188
2264,Rear-wheel drive,172
2265,Rear-wheel drive,94
2266,Rear-wheel drive,172
2267,All-wheel drive,188
2268,All-wheel drive,172
2269,Rear-wheel drive,200
2270,Rear-wheel drive,200
2271,All-wheel drive,200
2272,All-wheel drive,200
2273,Rear-wheel drive,200
2274,Rear-wheel drive,200
2275,Rear-wheel drive,200
2276,Front-wheel drive,148
2277,All-wheel drive,148
2278,Front-wheel drive,224
2279,Front-wheel drive,224
2280,All-wheel drive,224
2281,Front-wheel drive,224
2282,All-wheel drive,224
2283,All-wheel drive,224
2284,All-wheel drive,200
2285,Rear-wheel drive,200
2286,Rear-wheel drive,200
2287,All-wheel drive,200
2288,Rear-wheel drive,200
2289,Rear-wheel drive,200
2290,Rear-wheel drive,200
2291,All-wheel drive,200
2292,Front-wheel drive,166
2293,All-wheel drive,156
2294,All-wheel drive,156
2295,All-wheel drive,156
2296,Front-wheel drive,156
2297,Front-wheel drive,229
2298,Front-wheel drive,156
2299,Rear-wheel drive,200
2300,Rear-wheel drive,200
2301,Rear-wheel drive,255
2302,Four-wheel drive,255
2303,Four-wheel drive,255
2304,Four-wheel drive,255
2305,Rear-wheel drive,255
2306,Rear-wheel drive,200
2307,Four-wheel drive,255
2308,All-wheel drive,213
2309,Rear-wheel drive,213
2310,Rear-wheel drive,203
2311,All-wheel drive,203
2312,Front-wheel drive,150
2313,Rear-wheel drive,239
2314,Rear-wheel drive,239
2315,Rear-wheel drive,239
2316,Four-wheel drive,239
2317,Rear-wheel drive,239
2318,Four-wheel drive,239
2319,Rear-wheel drive,239
2320,Four-wheel drive,239
2321,Four-wheel drive,239
2322,Four-wheel drive,239
2323,Rear-wheel drive,77
2324,Rear-wheel drive,77
2325,All-wheel drive,77
2326,Rear-wheel drive,111
2327,Rear-wheel drive,111
2328,All-wheel drive,124
2329,Rear-wheel drive,114
2330,Rear-wheel drive,114
2331,Front-wheel drive,148
2332,All-wheel drive,148
2333,Front-wheel drive,148
2334,All-wheel drive,148
2335,Front-wheel drive,148
2336,All-wheel drive,148
2337,Front-wheel drive,148
2338,All-wheel drive,148
2339,Front-wheel drive,148
2340,All-wheel drive,148
2341,Front-wheel drive,148
2342,All-wheel drive,148
2343,All-wheel drive,148
2344,Front-wheel drive,148
2345,Rear-wheel drive,255
2346,Four-wheel drive,255
2347,Rear-wheel drive,161
2348,Rear-wheel drive,161
2349,Rear-wheel drive,161
2350,Four-wheel drive,161
2351,Four-wheel drive,161
2352,All-wheel drive,161
2353,Rear-wheel drive,30
2354,Rear-wheel drive,20
2355,All-wheel drive,20
2356,All-wheel drive,30
2357,All-wheel drive,20
2358,All-wheel drive,20
2359,All-wheel drive,30
2360,Rear-wheel drive,161
2361,Rear-wheel drive,161
2362,Rear-wheel drive,163
2363,Four-wheel drive,161
2364,Four-wheel drive,161
2365,All-wheel drive,163
2366,Rear-wheel drive,111
2367,Rear-wheel drive,111
2368,All-wheel drive,124
2369,Rear-wheel drive,114
2370,Rear-wheel drive,158
2371,Four-wheel drive,158
2372,Rear-wheel drive,158
2373,Four-wheel drive,158
2374,Rear-wheel drive,158
2375,Four-wheel drive,158
2376,Rear-wheel drive,158
2377,Four-wheel drive,158
2378,Rear-wheel drive,158
2379,All-wheel drive,158
2380,Rear-wheel drive,114
2381,Rear-wheel drive,158
2382,Four-wheel drive,158
2383,Rear-wheel drive,158
2384,Four-wheel drive,158
2385,Rear-wheel drive,158
2386,Four-wheel drive,158
2387,Rear-wheel drive,158
2388,Four-wheel drive,158
2389,Rear-wheel drive,158
2390,All-wheel drive,158
2391,Rear-wheel drive,184
2392,All-wheel drive,206
2393,Rear-wheel drive,128
2394,All-wheel drive,128
2395,All-wheel drive,197
2396,All-wheel drive,197
2397,Front-wheel drive,119
2398,All-wheel drive,119
2399,Front-wheel drive,119
2400,All-wheel drive,119
2401,Rear-wheel drive,111
2402,All-wheel drive,60
2403,All-wheel drive,60
2404,Rear-wheel drive,111
2405,All-wheel drive,175
2406,All-wheel drive,175
2407,Front-wheel drive,172
2408,All-wheel drive,172
2409,All-wheel drive,172
2410,Rear-wheel drive,132
2411,Rear-wheel drive,132
2412,Front-wheel drive,172
2413,All-wheel drive,172
2414,All-wheel drive,172
2415,Rear-wheel drive,167
2416,Rear-wheel drive,167
2417,Rear-wheel drive,22
2418,Rear-wheel drive,77
2419,Rear-wheel drive,77
2420,All-wheel drive,77
2421,Rear-wheel drive,22
2422,Rear-wheel drive,22
2423,Rear-wheel drive,22
2424,Front-wheel drive,231
2425,Front-wheel drive,160
2426,Front-wheel drive,160
2427,Front-wheel drive,160
2428,Front-wheel drive,231
2429,Front-wheel drive,160
2430,Front-wheel drive,160
2431,Front-wheel drive,160
2432,Front-wheel drive,190
2433,Rear-wheel drive,24
2434,Rear-wheel drive,24
2435,All-wheel drive,24
2436,Rear-wheel drive,161
2437,Four-wheel drive,161
2438,Rear-wheel drive,161
2439,Four-wheel drive,161
2440,Rear-wheel drive,161
2441,Four-wheel drive,161
2442,Rear-wheel drive,161
2443,Four-wheel drive,161
2444,Rear-wheel drive,30
2445,All-wheel drive,30
2446,All-wheel drive,20
2447,Rear-wheel drive,20
2448,All-wheel drive,30
2449,Rear-wheel drive,77
2450,Rear-wheel drive,77
2451,All-wheel drive,77
2452,All-wheel drive,77
2453,Rear-wheel drive,12
2454,Rear-wheel drive,207
2455,Rear-wheel drive,12
2456,Rear-wheel drive,210
2457,Rear-wheel drive,185
2458,Rear-wheel drive,12
2459,Rear-wheel drive,12
2460,All-wheel drive,175
2461,All-wheel drive,175
2462,All-wheel drive,165
2463,All-wheel drive,175
2464,All-wheel drive,175
2465,All-wheel drive,158
2466,All-wheel drive,158
2467,All-wheel drive,163
2468,All-wheel drive,140
2469,All-wheel drive,140
2470,All-wheel drive,163
2471,All-wheel drive,163
2472,All-wheel drive,163
2473,Front-wheel drive,231
2474,Rear-wheel drive,22
2475,Rear-wheel drive,22
2476,Rear-wheel drive,22
2477,Rear-wheel drive,22
2478,Front-wheel drive,66
2479,Front-wheel drive,66
2480,Front-wheel drive,66
2481,Front-wheel drive,66
2482,Front-wheel drive,66
2483,Front-wheel drive,66
2484,Front-wheel drive,66
2485,Front-wheel drive,66
2486,Front-wheel drive,66
2487,Front-wheel drive,66
2488,Front-wheel drive,66
2489,Front-wheel drive,66
2490,Front-wheel drive,51
2491,Front-wheel drive,51
2492,Front-wheel drive,66
2493,Front-wheel drive,66
2494,Front-wheel drive,66
2495,Front-wheel drive,66
2496,Front-wheel drive,66
2497,Front-wheel drive,66
2498,Front-wheel drive,66
2499,Front-wheel drive,66
2500,Rear-wheel drive,20
2501,Rear-wheel drive,23
2502,Rear-wheel drive,5
2503,Rear-wheel drive,25
2504,Rear-wheel drive,23
2505,Rear-wheel drive,25
2506,Front-wheel drive,210
2507,Front-wheel drive,210
2508,Front-wheel drive,210
2509,Front-wheel drive,210
2510,Front-wheel drive,210
2511,Front-wheel drive,210
2512,All-wheel drive,163
2513,All-wheel drive,163
2514,All-wheel drive,137
2515,All-wheel drive,163
2516,All-wheel drive,163
2517,All-wheel drive,163
2518,Front-wheel drive,210
2519,Front-wheel drive,210
2520,Front-wheel drive,210
2521,All-wheel drive,231
2522,Front-wheel drive,231
2523,Front-wheel drive,231
2524,Front-wheel drive,231
2525,All-wheel drive,231
2526,All-wheel drive,231
2527,Front-wheel drive,231
2528,All-wheel drive,231
2529,All-wheel drive,231
2530,Front-wheel drive,231
2531,All-wheel drive,231
2532,Front-wheel drive,231
2533,Rear-wheel drive,148
2534,Rear-wheel drive,148
2535,Four-wheel drive,158
2536,Rear-wheel drive,148
2537,Four-wheel drive,158
2538,Front-wheel drive,223
2539,Front-wheel drive,223
2540,All-wheel drive,223
2541,Front-wheel drive,223
2542,Front-wheel drive,223
2543,All-wheel drive,223
2544,Front-wheel drive,223
2545,Front-wheel drive,223
2546,Front-wheel drive,223
2547,Rear-wheel drive,158
2548,Rear-wheel drive,158
2549,Four-wheel drive,158
2550,Rear-wheel drive,158
2551,Four-wheel drive,158
2552,Rear-wheel drive,158
2553,Four-wheel drive,158
2554,Four-wheel drive,158
2555,Four-wheel drive,158
2556,Rear-wheel drive,22
2557,Rear-wheel drive,22
2558,Front-wheel drive,201
2559,Front-wheel drive,201
2560,Front-wheel drive,201
2561,Front-wheel drive,201
2562,Front-wheel drive,201
2563,Rear-wheel drive,55
2564,Rear-wheel drive,55
2565,Rear-wheel drive,77
2566,Rear-wheel drive,77
2567,All-wheel drive,77
2568,Rear-wheel drive,22
2569,Rear-wheel drive,22
2570,Rear-wheel drive,74
2571,Rear-wheel drive,34
2572,Rear-wheel drive,22
2573,Rear-wheel drive,74
2574,Rear-wheel drive,55
2575,All-wheel drive,137
2576,All-wheel drive,163
2577,Front-wheel drive,211
2578,Front-wheel drive,242
2579,Front-wheel drive,242
2580,Front-wheel drive,242
2581,Rear-wheel drive,24
2582,All-wheel drive,24
2583,Rear-wheel drive,24
2584,All-wheel drive,24
2585,Front-wheel drive,200
2586,Front-wheel drive,190
2587,Rear-wheel drive,24
2588,All-wheel drive,24
2589,Front-wheel drive,200
2590,Front-wheel drive,200
2591,Front-wheel drive,200
2592,Front-wheel drive,157
2593,Front-wheel drive,157
2594,Front-wheel drive,157
2595,Front-wheel drive,157
2596,Front-wheel drive,157
2597,Front-wheel drive,157
2598,Front-wheel drive,157
2599,Front-wheel drive,157
2600,Front-wheel drive,8
2601,Front-wheel drive,8
2602,Front-wheel drive,8
2603,Front-wheel drive,43
2604,Front-wheel drive,33
2605,Front-wheel drive,33
2606,Front-wheel drive,8
2607,Front-wheel drive,8
2608,Front-wheel drive,8
2609,Front-wheel drive,170
2610,Front-wheel drive,170
2611,Front-wheel drive,170
2612,All-wheel drive,249
2613,All-wheel drive,249
2614,Front-wheel drive,170
2615,All-wheel drive,249
2616,All-wheel drive,249
2617,All-wheel drive,163
2618,All-wheel drive,137
2619,All-wheel drive,163
2620,All-wheel drive,137
2621,All-wheel drive,163
2622,All-wheel drive,163
2623,All-wheel drive,163
2624,Front-wheel drive,150
2625,All-wheel drive,155
2626,Rear-wheel drive,144
2627,Rear-wheel drive,144
2628,All-wheel drive,195
2629,All-wheel drive,195
2630,All-wheel drive,195
2631,All-wheel drive,195
2632,Front-wheel drive,193
2633,Front-wheel drive,193
2634,Front-wheel drive,193
2635,Front-wheel drive,193
2636,Front-wheel drive,193
2637,Front-wheel drive,193
2638,Front-wheel drive,193
2639,Front-wheel drive,193
2640,Front-wheel drive,193
2641,Front-wheel drive,193
2642,Front-wheel drive,193
2643,Front-wheel drive,193
2644,Front-wheel drive,193
2645,Front-wheel drive,203
2646,Front-wheel drive,203
2647,Rear-wheel drive,246
2648,Rear-wheel drive,246
2649,Front-wheel drive,170
2650,All-wheel drive,170
2651,All-wheel drive,170
2652,All-wheel drive,170
2653,Front-wheel drive,170
2654,Front-wheel drive,170
2655,Rear-wheel drive,224
2656,Four-wheel drive,224
2657,Rear-wheel drive,224
2658,Rear-wheel drive,224
2659,Four-wheel drive,224
2660,Four-wheel drive,224
2661,Rear-wheel drive,224
2662,Rear-wheel drive,224
2663,Four-wheel drive,224
2664,Four-wheel drive,224
2665,Rear-wheel drive,224
2666,Rear-wheel drive,224
2667,Four-wheel drive,224
2668,Four-wheel drive,224
2669,Rear-wheel drive,224
2670,Rear-wheel drive,224
2671,Four-wheel drive,224
2672,Four-wheel drive,224
2673,Four-wheel drive,224
2674,Four-wheel drive,224
2675,All-wheel drive,170
2676,Front-wheel drive,170
2677,Rear-wheel drive,246
2678,Rear-wheel drive,246
2679,All-wheel drive,195
2680,All-wheel drive,195
2681,All-wheel drive,195
2682,All-wheel drive,195
2683,All-wheel drive,195
2684,All-wheel drive,195
2685,All-wheel drive,195
2686,All-wheel drive,195
2687,All-wheel drive,195
2688,Rear-wheel drive,214
2689,Rear-wheel drive,214
2690,Four-wheel drive,214
2691,Four-wheel drive,214
2692,Rear-wheel drive,214
2693,Rear-wheel drive,214
2694,Four-wheel drive,214
2695,Four-wheel drive,214
2696,Four-wheel drive,158
2697,Rear-wheel drive,5
2698,Rear-wheel drive,19
2699,Four-wheel drive,19
2700,Rear-wheel drive,19
2701,Four-wheel drive,19
2702,Rear-wheel drive,19
2703,Four-wheel drive,19
2704,Rear-wheel drive,19
2705,Four-wheel drive,19
2706,Rear-wheel drive,19
2707,Four-wheel drive,19
2708,Rear-wheel drive,19
2709,Four-wheel drive,19
2710,Four-wheel drive,19
2711,All-wheel drive,203
2712,All-wheel drive,203
2713,All-wheel drive,203
2714,All-wheel drive,203
2715,Four-wheel drive,95
2716,Four-wheel drive,95
2717,Four-wheel drive,95
2718,Four-wheel drive,95
2719,Rear-wheel drive,244
2720,Four-wheel drive,244
2721,Rear-wheel drive,13
2722,Four-wheel drive,13
2723,Four-wheel drive,13
2724,Four-wheel drive,85
2725,Four-wheel drive,85
2726,Four-wheel drive,85
2727,Four-wheel drive,85
2728,Four-wheel drive,85
2729,Four-wheel drive,99
2730,Four-wheel drive,99
2731,Four-wheel drive,69
2732,Four-wheel drive,69
2733,Four-wheel drive,99
2734,Front-wheel drive,190
2735,Front-wheel drive,190
2736,Front-wheel drive,114
2737,Rear-wheel drive,63
2738,Four-wheel drive,252
2739,Four-wheel drive,252
2740,Four-wheel drive,252
2741,Front-wheel drive,205
2742,Front-wheel drive,205
2743,Front-wheel drive,205
2744,Four-wheel drive,247
2745,Four-wheel drive,247
2746,Front-wheel drive,218
2747,Front-wheel drive,218
2748,Four-wheel drive,252
2749,Front-wheel drive,216
2750,Front-wheel drive,216
2751,All-wheel drive,249
2752,Front-wheel drive,216
2753,Front-wheel drive,216
2754,All-wheel drive,249
2755,Front-wheel drive,134
2756,Front-wheel drive,134
2757,Front-wheel drive,134
2758,Front-wheel drive,134
2759,Front-wheel drive,134
2760,Front-wheel drive,134
2761,Front-wheel drive,134
2762,Front-wheel drive,134
2763,Rear-wheel drive,246
2764,Rear-wheel drive,246
2765,Front-wheel drive,134
2766,Front-wheel drive,134
2767,Rear-wheel drive,246
2768,Rear-wheel drive,20
2769,All-wheel drive,249
2770,Front-wheel drive,216
2771,Front-wheel drive,216
2772,All-wheel drive,249
2773,Front-wheel drive,216
2774,Front-wheel drive,127
2775,Front-wheel drive,127
2776,Front-wheel drive,127
2777,Front-wheel drive,127
2778,Front-wheel drive,127
2779,Front-wheel drive,127
2780,Front-wheel drive,127
2781,Front-wheel drive,127
2782,Front-wheel drive,127
2783,Front-wheel drive,127
2784,Front-wheel drive,127
2785,Front-wheel drive,127
2786,Front-wheel drive,127
2787,Front-wheel drive,127
2788,Front-wheel drive,127
2789,Front-wheel drive,134
2790,Front-wheel drive,134
2791,Front-wheel drive,134
2792,Front-wheel drive,134
2793,Front-wheel drive,134
2794,Front-wheel drive,134
2795,Front-wheel drive,134
2796,Front-wheel drive,134
2797,Front-wheel drive,134
2798,Front-wheel drive,134
2799,Front-wheel drive,127
2800,Front-wheel drive,127
2801,Front-wheel drive,127
2802,Front-wheel drive,127
2803,Front-wheel drive,127
2804,Rear-wheel drive,167
2805,Rear-wheel drive,167
2806,Rear-wheel drive,167
2807,Rear-wheel drive,167
2808,Rear-wheel drive,167
2809,Rear-wheel drive,167
2810,Front-wheel drive,170
2811,Front-wheel drive,170
2812,Front-wheel drive,170
2813,Front-wheel drive,170
2814,Front-wheel drive,170
2815,Front-wheel drive,170
2816,Front-wheel drive,218
2817,Front-wheel drive,144
2818,Front-wheel drive,144
2819,Front-wheel drive,152
2820,Front-wheel drive,152
2821,Front-wheel drive,152
2822,Rear-wheel drive,9
2823,Rear-wheel drive,9
2824,Front-wheel drive,144
2825,Front-wheel drive,144
2826,Front-wheel drive,152
2827,Front-wheel drive,152
2828,Front-wheel drive,152
2829,Front-wheel drive,147
2830,Front-wheel drive,147
2831,Front-wheel drive,152
2832,Front-wheel drive,152
2833,Front-wheel drive,152
2834,Rear-wheel drive,80
2835,Rear-wheel drive,80
2836,Front-wheel drive,203
2837,Front-wheel drive,203
2838,Front-wheel drive,203
2839,Front-wheel drive,203
2840,Rear-wheel drive,48
2841,Rear-wheel drive,48
2842,Rear-wheel drive,40
2843,Rear-wheel drive,40
2844,Rear-wheel drive,40
2845,Rear-wheel drive,203
2846,Rear-wheel drive,205
2847,Rear-wheel drive,205
2848,All-wheel drive,223
2849,Rear-wheel drive,48
2850,Rear-wheel drive,48
2851,All-wheel drive,195
2852,All-wheel drive,195
2853,All-wheel drive,195
2854,Rear-wheel drive,40
2855,Rear-wheel drive,40
2856,Rear-wheel drive,180
2857,Rear-wheel drive,180
2858,Rear-wheel drive,180
2859,Rear-wheel drive,180
2860,Front-wheel drive,127
2861,Front-wheel drive,127
2862,Four-wheel drive,160
2863,Front-wheel drive,127
2864,Front-wheel drive,127
2865,Four-wheel drive,160
2866,Front-wheel drive,127
2867,Four-wheel drive,160
2868,Front-wheel drive,127
2869,Four-wheel drive,160
2870,Rear-wheel drive,203
2871,All-wheel drive,203
2872,Rear-wheel drive,203
2873,Rear-wheel drive,203
2874,All-wheel drive,203
2875,Rear-wheel drive,203
2876,All-wheel drive,203
2877,Rear-wheel drive,203
2878,Rear-wheel drive,203
2879,Rear-wheel drive,190
2880,Front-wheel drive,188
2881,Front-wheel drive,188
2882,Front-wheel drive,188
2883,Front-wheel drive,214
2884,Front-wheel drive,214
2885,Front-wheel drive,214
2886,Front-wheel drive,214
2887,Rear-wheel drive,180
2888,Rear-wheel drive,180
2889,Rear-wheel drive,180
2890,Rear-wheel drive,180
2891,Front-wheel drive,132
2892,Front-wheel drive,132
2893,Four-wheel drive,132
2894,Front-wheel drive,132
2895,Front-wheel drive,132
2896,Four-wheel drive,132
2897,Front-wheel drive,132
2898,Four-wheel drive,132
2899,Rear-wheel drive,93
2900,Rear-wheel drive,93
2901,Rear-wheel drive,93
2902,Rear-wheel drive,93
2903,Rear-wheel drive,93
2904,Front-wheel drive,170
2905,Front-wheel drive,170
2906,Front-wheel drive,170
2907,Front-wheel drive,170
2908,Front-wheel drive,170
2909,Front-wheel drive,170
2910,Rear-wheel drive,197
2911,Front-wheel drive,26
2912,Front-wheel drive,26
2913,Front-wheel drive,26
2914,Front-wheel drive,26
2915,All-wheel drive,26
2916,All-wheel drive,26
2917,Front-wheel drive,26
2918,Front-wheel drive,26
2919,Front-wheel drive,26
2920,Front-wheel drive,26
2921,All-wheel drive,26
2922,All-wheel drive,26
2923,Front-wheel drive,170
2924,Front-wheel drive,170
2925,Front-wheel drive,170
2926,Front-wheel drive,170
2927,Front-wheel drive,170
2928,Front-wheel drive,170
2929,Front-wheel drive,170
2930,Rear-wheel drive,134
2931,Rear-wheel drive,134
2932,Rear-wheel drive,146
2933,Rear-wheel drive,144
2934,Rear-wheel drive,134
2935,Front-wheel drive,236
2936,Front-wheel drive,236
2937,Front-wheel drive,236
2938,Front-wheel drive,236
2939,Front-wheel drive,236
2940,Front-wheel drive,236
2941,Front-wheel drive,170
2942,Rear-wheel drive,73
2943,Rear-wheel drive,73
2944,Rear-wheel drive,73
2945,Rear-wheel drive,73
2946,Rear-wheel drive,73
2947,Rear-wheel drive,73
2948,Rear-wheel drive,157
2949,Rear-wheel drive,157
2950,Rear-wheel drive,142
2951,Four-wheel drive,34
2952,Four-wheel drive,34
2953,Four-wheel drive,34
2954,Four-wheel drive,34
2955,Four-wheel drive,34
2956,Four-wheel drive,34
2957,Four-wheel drive,34
2958,Four-wheel drive,34
2959,Four-wheel drive,8
2960,Four-wheel drive,8
2961,Four-wheel drive,34
2962,Four-wheel drive,34
2963,Four-wheel drive,6
2964,Four-wheel drive,6
2965,Four-wheel drive,6
2966,Four-wheel drive,6
2967,Four-wheel drive,6
2968,Four-wheel drive,6
2969,Four-wheel drive,6
2970,Four-wheel drive,39
2971,Four-wheel drive,39
2972,Four-wheel drive,6
2973,Four-wheel drive,6
2974,Four-wheel drive,39
2975,Four-wheel drive,39
2976,Four-wheel drive,8
2977,Four-wheel drive,8
2978,Four-wheel drive,8
2979,Four-wheel drive,8
2980,Four-wheel drive,8
2981,Four-wheel drive,8
2982,Rear-wheel drive,6
2983,Four-wheel drive,6
2984,Four-wheel drive,6
2985,Rear-wheel drive,6
2986,Four-wheel drive,6
2987,Four-wheel drive,6
2988,Four-wheel drive,6
2989,Four-wheel drive,6
2990,Four-wheel drive,6
2991,Rear-wheel drive,127
2992,Four-wheel drive,181
2993,Four-wheel drive,181
2994,Rear-wheel drive,127
2995,Four-wheel drive,181
2996,Rear-wheel drive,157
2997,Rear-wheel drive,157
2998,Rear-wheel drive,157
2999,Four-wheel drive,249
3000,Four-wheel drive,249
3001,Four-wheel drive,16
3002,Four-wheel drive,249
3003,Four-wheel drive,249
3004,Four-wheel drive,16
3005,Front-wheel drive,99
3006,Front-wheel drive,99
3007,Front-wheel drive,104
3008,Front-wheel drive,104
3009,Front-wheel drive,104
3010,Rear-wheel drive,150
3011,Rear-wheel drive,150
3012,Front-wheel drive,191
3013,All-wheel drive,191
3014,Front-wheel drive,191
3015,All-wheel drive,191
3016,Front-wheel drive,242
3017,All-wheel drive,242
3018,Front-wheel drive,242
3019,All-wheel drive,242
3020,Front-wheel drive,214
3021,Front-wheel drive,214
3022,Rear-wheel drive,96
3023,Rear-wheel drive,91
3024,All-wheel drive,140
3025,All-wheel drive,140
3026,Front-wheel drive,190
3027,Front-wheel drive,190
3028,Front-wheel drive,190
3029,Front-wheel drive,190
3030,Front-wheel drive,190
3031,Front-wheel drive,190
3032,All-wheel drive,125
3033,All-wheel drive,125
3034,Rear-wheel drive,19
3035,Four-wheel drive,36
3036,Four-wheel drive,36
3037,Front-wheel drive,236
3038,Front-wheel drive,236
3039,Front-wheel drive,236
3040,Front-wheel drive,236
3041,Front-wheel drive,236
3042,Front-wheel drive,236
3043,Front-wheel drive,236
3044,Front-wheel drive,236
